City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,inderbor,48.55,51.7833,80.26,46,100,7.56,KZ,1723069596
364,grand falls-windsor,48.9332,-55.6649,68.5,53,99,1.01,CA,1723069597
365,argo,37.6333,22.7333,79.79,61,0,2.55,GR,1723069598
366,grovetown,33.4504,-82.1982,87.53,68,75,10.36,US,1723069599
367,yuzhno-kurilsk,44.0306,145.8556,63.86,99,100,8.86,RU,1723069600
368,slavyanka,42.8633,131.3847,71.6,94,100,3.31,RU,1723069303
369,guerrero negro,27.9769,-114.0611,87.1,47,3,13.96,MX,1723069332
370,la'ie,21.6477,-157.9253,87.76,69,3,8.01,US,1723069605
371,krasnyy chikoy,50.3643,108.7512,55.53,96,97,1.72,RU,1723069606
372,sangmelima,2.9333,11.9833,67.64,99,70,4.92,CM,1723069607
373,uturoa,-16.7333,-151.4333,78.94,79,10,11.63,PF,1723069608
374,ivoti,-29.5911,-51.1606,63.97,96,100,2.86,BR,1723069609
375,cambria,35.5641,-121.0808,94.55,62,32,6.24,US,1723069611
376,tionk essil,12.7856,-16.5217,80.56,89,100,8.46,SN,1723069612
377,gwadar,25.1216,62.3254,81.45,82,74,5.75,PK,1723069613
378,rio grande,-32.035,-52.0986,60.91,88,100,8.14,BR,1723069615
379,toliara,-23.35,43.6667,69.91,75,0,10.07,MG,1723069616
380,calama,-22.4667,-68.9333,61.29,8,0,21.85,CL,1723069617
381,constitucion,-35.3333,-72.4167,47.39,74,0,10.78,CL,1723069619
382,santa ana,33.7456,-117.8678,93.31,54,40,16.11,US,1723069348
383,eraan,9.0629,117.7016,78.01,87,100,3.42,PH,1723069621
384,bardai,11.65,7.2333,71.58,94,84,5.57,NG,1723069622
385,karratha,-20.7377,116.8463,67.75,39,4,10.2,AU,1723069623
386,linfen,36.0889,111.5189,77.77,71,80,8.57,CN,1723069624
387,aktau,43.65,51.2,77.58,66,73,20.04,KZ,1723069625
388,almodovar del campo,38.7094,-4.1791,88.48,15,0,6.51,ES,1723069626
389,sinop,41.7711,34.8709,61.03,83,31,2.68,TR,1723069627
390,vejle,55.7093,9.5357,60.87,82,100,6.98,DK,1723069628
391,punta arenas,-53.15,-70.9167,32.11,86,0,9.22,CL,1723069629
392,suva,-18.1416,178.4415,74.68,69,40,10.36,FJ,1723069630
393,alotau,-10.3069,150.4462,75.92,92,91,3.65,PG,1723069631
394,queenstown,-31.8976,26.8753,51.55,30,18,4.99,ZA,1723069522
395,saint-philippe,-21.3585,55.7679,65.79,78,0,4.68,RE,1723069633
396,rengasdengklok,-6.1592,107.2981,77.13,83,98,4.27,ID,1723069635
397,colares,38.7992,-9.4469,67.98,79,0,23.15,PT,1723069636
398,vernon,50.2581,-119.2691,89.29,26,3,3.44,CA,1723069637
399,dudinka,69.4058,86.1778,46.44,69,1,17.09,RU,1723069638
400,kilju,40.9642,129.3278,74.8,82,100,3.65,KP,1723069639
401,howrah,22.5892,88.3103,82.4,89,40,5.75,IN,1723069640
402,hasaki,35.7333,140.8333,82.29,87,94,2.51,JP,1723069641
403,kroya,-7.6331,109.2461,74.97,91,100,6.44,ID,1723069642
404,gamba,-2.65,10.0,70.72,95,87,3.22,GA,1723069643
405,korla,41.7597,86.1469,69.03,49,24,11.43,CN,1723069644
406,conduaga,8.862,117.4893,78.26,86,100,4.21,PH,1723069645
407,fort bragg,35.139,-79.006,78.64,94,75,13.8,US,1723069646
408,saint-pierre,-21.3393,55.4781,65.88,68,0,5.75,RE,1723069647
409,north bend,43.4065,-124.2243,75.92,72,0,28.77,US,1723069648
410,kitimat,54.0524,-128.6534,89.98,53,0,5.99,CA,1723069649
411,carnarvon,-24.8667,113.6333,63.36,77,0,11.03,AU,1723069650
412,rongelap,11.1635,166.8941,83.08,76,94,13.76,MH,1723069652
413,pathein,16.7833,94.7333,78.01,89,98,5.28,MM,1723069653
414,hargeysa,9.56,44.065,74.14,54,27,23.44,SO,1723069654
415,yeppoon,-23.1333,150.7333,65.25,89,28,14.12,AU,1723069655
416,sorgun,39.8101,35.186,62.29,82,0,6.8,TR,1723069657
417,leava,-14.3,-178.1667,77.5,67,100,21.09,WF,1723069658
418,kannad,20.2667,75.1333,71.83,89,95,10.76,IN,1723069659
419,vanino,49.0869,140.2543,64.08,100,100,2.75,RU,1723069660
420,hassi messaoud,31.6804,6.0729,91.26,25,0,4.61,DZ,1723069661
421,keflavik,64.0049,-22.5624,53.51,93,0,8.05,IS,1723069662
422,tonekabon,36.8163,50.8738,76.51,92,29,2.71,IR,1723069663
423,bonny,4.4522,7.1681,77.61,82,44,11.07,NG,1723069664
424,mumford,5.2618,-0.759,74.88,86,100,12.1,GH,1723069665
425,jaguarari,-10.2639,-40.1958,68.95,47,12,5.3,BR,1723069592
426,siasi,5.5462,120.8145,81.12,76,100,11.81,PH,1723069669
427,mahina,-17.5065,-149.489,82.17,74,75,16.11,PF,1723069670
428,pailon,-17.65,-62.75,79.7,72,63,3.65,BO,1723069671
429,harstad,68.799,16.5293,67.62,54,1,24.0,NO,1723069672
430,ouesso,1.6136,16.0517,81.37,48,100,3.22,CG,1723069673
431,glace bay,46.1969,-59.957,73.09,52,75,13.8,CA,1723069674
432,palangkaraya,-2.2,113.8333,72.19,98,64,2.01,ID,1723069675
433,ulanhot,46.0833,122.0833,67.12,72,60,6.2,CN,1723069676
434,mpwapwa,-6.35,36.4833,62.8,67,7,5.03,TZ,1723069677
435,plastun,44.7561,136.2939,69.96,99,100,0.38,RU,1723069678
436,quellon,-43.1167,-73.6167,44.8,85,25,3.8,CL,1723069679
437,sidi khaled,34.387,4.9879,94.08,19,4,9.17,DZ,1723069680
438,revda,56.801,59.9303,52.0,98,85,6.26,RU,1723069681
439,puerto baquerizo moreno,-0.9,-89.6,70.79,88,75,17.27,EC,1723069649
440,san clemente del tuyu,-36.3569,-56.7235,49.41,89,100,17.78,AR,1723069683
441,makurazaki,31.2667,130.3167,80.42,87,2,5.97,JP,1723069685
442,novodvinsk,64.4165,40.8122,49.75,72,8,4.18,RU,1723069686
443,polyarnyy,69.1989,33.4478,56.55,60,9,10.67,RU,1723069687
444,galle,6.0367,80.217,83.93,83,13,11.77,LK,1723069688
445,bryne,58.7354,5.6477,61.99,87,75,11.5,NO,1723069689
446,machico,32.7,-16.7667,77.0,82,20,9.22,PT,1723069690
447,allende,25.2833,-100.0167,94.59,37,85,4.76,MX,1723069691
448,puerto lopez,4.0845,-72.956,87.13,69,51,1.41,CO,1723069692
449,antofagasta,-23.65,-70.4,58.28,79,7,10.92,CL,1723069475
450,codajas,-3.8367,-62.0569,89.17,38,19,0.96,BR,1723069694
451,morondava,-20.2833,44.2833,67.53,84,0,7.7,MG,1723069695
452,horsham,51.064,-0.3272,63.01,79,0,4.61,GB,1723069696
453,newnham,-41.3833,147.1333,51.85,87,100,12.66,AU,1723069697
454,mont-dore,-22.2833,166.5833,71.01,99,100,11.32,NC,1723069698
455,tongliao,43.6125,122.2653,72.64,67,40,5.93,CN,1723069699
456,batala,31.8186,75.2028,83.98,96,96,7.47,IN,1723069700
457,saint-joseph,-21.3667,55.6167,64.78,75,0,6.24,RE,1723069702
458,lubango,-14.9172,13.4925,60.66,41,0,5.75,AO,1723069703
459,new norfolk,-42.7826,147.0587,47.71,85,100,3.27,AU,1723069704
460,port douglas,-16.4833,145.4667,70.41,85,64,7.78,AU,1723069705
461,protaras,35.0125,34.0583,82.98,94,0,1.99,CY,1723069706
462,shanhaiguan,39.9988,119.7564,73.6,88,0,2.93,CN,1723069707
463,shelton,41.3165,-73.0932,69.55,80,100,9.22,US,1723069708
464,ambon,-3.6954,128.1814,78.94,89,40,6.91,ID,1723069709
465,salgotarjan,48.0987,19.803,66.58,55,7,2.55,HU,1723069710
466,olinda,-8.0089,-34.8553,78.53,65,20,9.22,BR,1723069623
467,fandriana,-20.2333,47.3833,50.94,91,35,3.36,MG,1723069712
468,sao jose da coroa grande,-8.8978,-35.1478,76.48,66,81,10.13,BR,1723069713
469,ormara,25.2088,64.6357,81.77,83,82,11.72,PK,1723069714
470,ranapur,22.65,74.5333,75.88,89,100,13.8,IN,1723069715
471,alofi,-19.0595,-169.9187,73.29,68,75,13.8,NU,1723069717
472,kiruna,67.8557,20.2251,52.72,76,0,5.75,SE,1723069718
473,nantucket,41.2835,-70.0995,66.34,82,100,11.5,US,1723069092
474,chibougamau,49.9168,-74.3659,64.02,63,75,3.44,CA,1723069597
475,saint joseph,39.7686,-94.8466,86.22,56,0,8.05,US,1723069461
476,veshenskaya,49.6303,41.7334,68.34,58,49,5.14,RU,1723069723
477,dieppe,49.75,1.1667,64.33,86,100,4.7,FR,1723069724
478,salinas,36.6777,-121.6555,86.81,59,0,11.5,US,1723069702
479,bijar,35.8668,47.6051,72.39,21,1,4.65,IR,1723069726
480,mogocha,53.7333,119.7667,58.06,75,98,3.18,RU,1723069727
481,richards bay,-28.783,32.0377,66.11,74,21,16.28,ZA,1723069728
482,taiyuan,37.8694,112.5603,71.46,83,75,2.24,CN,1723069729
483,loango,-4.6719,11.8312,73.06,88,40,8.05,CG,1723069730
484,griffith,41.5284,-87.4237,79.34,64,0,16.11,US,1723069731
485,obihiro,42.9172,143.2044,72.39,97,100,4.36,JP,1723069732
486,al qusayr,34.5091,36.5798,76.98,66,0,4.59,SY,1723069733
487,dobryanka,58.4619,56.4165,55.04,80,94,8.01,RU,1723069734
488,yanykurgan,43.915,67.2481,83.82,26,0,2.77,KZ,1723069735
489,boguchany,58.3814,97.4531,60.67,99,100,3.38,RU,1723069736
490,santiago de cao,-7.9589,-79.2392,62.73,88,75,11.5,PE,1723069739
491,mournies,35.4764,24.0092,102.27,57,0,3.44,GR,1723069740
492,ammapettai,10.8,79.3333,77.45,96,100,9.4,IN,1723069741
493,necochea,-38.5473,-58.7368,43.83,92,100,23.8,AR,1723069742
494,hilo,19.7297,-155.09,84.09,76,0,10.36,US,1723069743
495,urubamba,-13.3047,-72.1158,68.9,43,14,10.69,PE,1723069744
496,kill devil hills,36.0307,-75.676,77.99,97,40,9.22,US,1723069683
497,pauini,-7.7136,-66.9764,90.36,39,88,0.96,BR,1723069746
498,astrakhan,46.3497,48.0408,78.67,53,0,15.66,RU,1723069747
499,sarichioi,44.95,28.85,66.42,94,6,4.61,RO,1723069748
500,liwonde,-15.0506,35.2035,66.69,49,0,1.16,MW,1723069749
501,turaif,31.6725,38.6637,80.85,18,0,6.91,SA,1723069750
502,mersa matruh,31.3525,27.2453,80.8,78,0,8.05,EG,1723069751
503,alice springs,-23.7,133.8833,44.15,81,0,0.0,AU,1723069752
504,sogne,58.0833,7.8167,62.69,92,45,8.12,NO,1723069754
505,taoudenni,22.6783,-3.9836,104.36,8,0,12.97,ML,1723069755
506,tateyama,34.9833,139.8667,81.46,83,52,4.12,JP,1723069756
507,afaahiti,-17.75,-149.2833,80.47,82,28,17.65,PF,1723069757
508,zheleznodorozhnyy,55.7503,38.0042,66.65,73,97,3.49,RU,1723069758
509,guaruja,-23.9931,-46.2564,72.9,26,7,2.98,BR,1723069759
510,ola,59.5833,151.2833,55.2,84,43,5.66,RU,1723069761
511,cosne-cours-sur-loire,47.3333,3.1667,59.4,73,71,3.31,FR,1723069762
512,huarmey,-10.0681,-78.1522,65.64,78,13,11.48,PE,1723069763
513,lamu,-2.2717,40.902,75.33,86,30,15.39,KE,1723069764
514,sakakah,29.9697,40.2064,81.97,13,0,5.86,SA,1723069765
515,al lagowa,11.4,29.1333,71.98,94,100,10.47,SD,1723069766
516,papao,-17.75,-149.55,82.08,79,0,17.96,PF,1723069767
517,rundu,-17.9333,19.7667,62.78,15,0,4.99,NA,1723069768
518,kuching,1.55,110.3333,77.99,94,40,2.3,MY,1723069769
519,tual,-5.6667,132.75,77.31,84,91,22.35,ID,1723069771
520,erie,42.7667,-78.6664,76.12,53,1,5.99,US,1723069772
521,san sebastian de la gomera,28.0916,-17.1133,74.37,83,0,6.91,ES,1723069773
522,durban,-29.8579,31.0292,58.12,73,67,7.83,ZA,1723069636
523,enshi,30.3,109.4833,73.74,96,33,1.25,CN,1723069775
524,khovd,48.0056,91.6419,64.42,43,95,6.15,MN,1723069776
525,remire-montjoly,4.9167,-52.2667,82.44,83,0,8.05,GF,1723069777
526,gargalianoi,37.0667,21.6333,81.36,71,0,4.09,GR,1723069778
527,campo verde,-20.4167,-54.0667,78.82,26,1,5.48,BR,1723069779
528,gasa,31.5,34.4667,80.76,75,0,3.36,PS,1723069781
529,kolonia town,6.964,158.206,87.8,74,40,3.44,FM,1723069782
530,heroica matamoros,25.8833,-97.5,96.75,54,0,19.57,MX,1723069783
531,mount isa,-20.7333,139.5,51.57,62,0,4.61,AU,1723069784
532,pabrade,55.0,25.7833,57.25,96,0,3.49,LT,1723069785
533,broome,42.2506,-75.833,70.9,80,100,6.91,US,1723069787
534,an nuhud,12.7,28.4333,79.84,69,95,16.49,SD,1723069788
535,victorica,-36.2151,-65.4359,37.13,95,100,24.32,AR,1723069789
536,firuzabad,28.8438,52.5707,85.91,23,12,5.95,IR,1723069790
537,san isidro,-12.1167,-77.05,63.01,82,100,10.36,PE,1723069791
538,coaldale,49.7167,-112.6185,65.39,49,89,3.4,CA,1723069792
539,kuqa,41.7278,82.9364,72.05,52,0,4.79,CN,1723069794
540,st ives,50.2086,-5.4875,60.8,87,100,13.33,GB,1723069795
541,ust-nera,64.5667,143.2,52.63,88,100,3.06,RU,1723069796
542,chala,-7.5833,31.2667,59.52,31,4,4.81,TZ,1723069797
543,hashtrud,37.4779,47.0508,72.97,52,0,4.74,IR,1723069798
544,arkhangel'sk,64.5401,40.5433,50.11,87,0,4.47,RU,1723069799
545,nuevo casas grandes,30.4167,-107.9167,72.0,63,99,23.62,MX,1723069800
546,kununurra,-15.7667,128.7333,62.58,88,65,0.0,AU,1723069801
547,gazojak,41.1875,61.4036,89.38,19,0,8.28,TM,1723069741
548,new glasgow,45.5834,-62.6486,74.98,63,80,5.14,CA,1723069505
549,ballina,-28.8667,153.5667,56.79,64,64,8.72,AU,1723069806
550,shalqar,47.8333,59.6,84.6,37,96,6.58,KZ,1723069807
